marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,3962406,RRQN63MPIZKVM,B0050PNHBY,902572429,"rusk ctc7500 ceramic titanium ionic hair dryer, 2000 watt",Beauty,5,2,2,N,Y,Quality professional hair dryer that really works great,"I purchased this for a professional hair stylist with ten years experience.  This is the best dryer she's used thus far.  The price was amazing, less than half of what I almost paid locally.  Drying hair with this is much like aiming your head at a turbine engine with very high velocity constant airflow and heat, it dries hair in about 1/3 the time of others she's used.  I'm very satisfied with this purchase.",2/16/2015
US,12997441,R2LA9MQRO8VTFS,B006BNFXHU,591023894,mangroomer 1680xl-6 professional ionic hair dryer for men,Beauty,4,1,1,N,Y,Four Stars,"It works well, it's a blowdryer.",2/16/2015
US,45749746,R3DVZT09QNZFLI,B00CC7Y0G4,253762851,"remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer",Beauty,5,1,1,N,Y,Great Value,"Great price, dries hair fast, great for winter days, lots of speed and heat options. Only the bilious orange color might be an issue.",2/15/2015
US,1441879,R2IU9BAGFNUHIJ,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,4,1,1,N,Y,Four Stars,Great dryer !!!!,2/15/2015
US,9853769,R2S5IDKBQ0QC9E,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,5,1,1,N,Y,... setting for drying my hair without holding down a cool setting and trying to manipulate the dryer on my ...,I bought this hair dryer because I wanted a cooler setting for drying my hair without holding down a cool setting and trying to manipulate the dryer on my hair. This dryer does an amazing job in drying my hair without the damage that hot air does to my hair. Cool air actually makes hair appear shiny and closes the follicles making the hair seem healthier.,2/15/2015
US,24870562,R3BZESYBVWSO12,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,4,11,14,N,Y,"Shine, fast dry time without burning your hair, low price but good quality","I spent a lot of time researching various dryers and was willing to pay around $100 to get a &#34;good&#34; one.  I was intrigued by this dryer because of the Tourmaline, Ceramic and promise to boost shine.  I was also drawn to this particular diffuser because of the long prongs.  I was turned off by the low price because I assumed it would be poor quality.  I was pleasantly surprised by the quality.  The dryer is light weight, quieter than my former dryer and much more efficient.  I have long, curly and very thick hair.  This dries my entire head in 15 minutes without burning my hair.  My former dryer took 30 to 35 minutes and didn't give me the shine this one does.",2/15/2015
US,16006675,R244YNPQ9E6V50,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,4,2,2,N,Y,Great hair dryer,"Great hair dryer, light-weight & easy to hold. My one complaint is that the diffuser was quite difficult to attach & the instructions did not mention how to attach it. I had to read other reviewer comments for advice.",2/15/2015
US,51838456,R87UF57HHJ1NT,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,2,2,4,N,Y,Not a good choice for me,"Pro: it has a very fast Cool cycle - something I've always wished for in other dryers. Cons: The controls are very difficult for me to work with the machine running - the placement is maybe made for a bigger hand, but I can't reach the cool button comfortably when I'm using my right hand. The diffusor is very hard to attach, and even harder to detach.  And this one is my fault - I just assumed that all dryers came with a concentrator, but this one doesn't. I tried attaching the concentrator  from my Revlon dryer that just stopped working, and it doesn't fit. (Shouldn't they be universal?) Unfortunately I threw out all the packaging after I checked to make sure it worked upon delivery. Otherwise I would return it.",2/15/2015
US,36569707,R1LQO7N2MAVGS5,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,4,1,1,N,Y,Great little dryer,Light weight and small and great power...very pleased with this little dryer.  Bought it for travel but may end up using for every day.,2/14/2015
US,51524475,R3BCKFH3O49IH4,B0043W2C48,630355634,br beauty meredith 880w salon hair dryer with casters,Beauty,5,3,3,N,Y,Five Stars,1 year and still works great!  Excellent buy,2/13/2015
US,52593237,R1KBIF241A9VT,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,1,2,3,N,Y,Plastic junk. The speed and heat setting buttons are ...,Plastic junk.  The speed and heat setting buttons are flimsy and hard to operate. Also the smell of the motor is awful.  On most dryers the smell abates after a few uses.  This one smells as if it's burning.,2/13/2015
US,29693981,R30MBKDRTJWKAG,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,1,1,1,N,Y,I had to send this product back because the heat ...,I had to send this product back because the heat holes in the dryer head are to high to dry the back and sides of my head.,2/13/2015
US,22850818,R3E6UPNHOYIYYN,B000S8JB36,276205451,"herstyler pro-fusion dryer – negative ion technology, far infrared heat, ergonomic design – best hair dryer – professional quality",Beauty,5,1,1,N,Y,It is AMAZING!!,I have very long thick hair that is chemically straightened and high lighted. Usually I go through 2-3 hair dryers a year and never get my hair completely dry.... Until this dryer. It is AMAZING!!! Normally it takes 30-45 minutes for it to be somewhat dry -but not with this dryer. My hair was COMPLETELY dry in 15 minutes. Save yourself time and money and buy this dryer. My only regret is not buying it sooner! Great price and will definitely buy another to have as a spare.,2/12/2015
US,45975958,R12G2GST9N39LP,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,5,18,18,N,Y,What a 4c girl needs!,"LOVE THIS! I have 4c hair with a tendency to shrink almost 75%! This gets the job done! I also use this on my three daughters' hair, we all have 4a-4c with high shrinkage, and this is one tough dryer! The attachments hold on for dear life and still have not broken!",2/12/2015
US,18493009,R21TTF351RQQLJ,B001B0TJCI,862140913,blo and go by laurie coleman - portable hair dryer holder,Beauty,4,1,1,N,Y,Works great; but unsightly,"Love the fact that it really is hands-free, but it is quite a monstrosity! It took me awhile to find the correct height that I wanted it and the right bend, so I feel like I have to leave it up. Thank goodness it's not in my way TOO much, but it certainly is an eyesore.",2/12/2015
US,10197118,R13XJK443TEQ7I,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,5,1,1,N,Y,Five Stars,I like it.,2/12/2015
US,35138574,R2Q22VRLZV4AND,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,Beauty,5,1,2,N,Y,This is truly the BEST blow dryer for naturally curly headed gals,This is truly the BEST blow dryer for naturally curly headed gals!!! Powerful yet gently on my curls and easy to use.  LOVE this product:),2/11/2015
US,2970435,R1VQUV46FXW0ZJ,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,4,1,1,N,Y,Great product for coarse hair,"Great product for coarse hair! I have a 4b texture and when I use the high setting with the fine tooth comb attachment, I get my hair very straight. The only reason why it doesn't get a full 5 stars is because of the placement of the cool button. If the button was a setting instead of at the back, the blow drier would be perfect.",2/11/2015
US,23371069,RCGZZVFUUSCTM,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),Beauty,5,1,1,N,Y,Quiet and compact,"Totally diggin my hair dryer.  Gift from hubby!  Needed something quiet that didn't wake up the kids.  2 levels of speed (low works as well as high, just more quiet), 2 heat levels, ions can be on/off, cool blast button, small, light, love!!!",2/11/2015
US,26134547,R3BZ4YFECRDLP5,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,Beauty,5,1,1,N,Y,Five Stars,"fast shipping, A++++++++++",2/10/2015
US,51110795,R2GQJGNE60D2K9,B0040VGR3Y,974237252,"twin turbo 3200 ceramic and ionic professional hair dryer, 1900 watt",Beauty,1,5,9,N,Y,DO NOT BUY THIS HAIR DRYER. I have very ...,"DO NOT BUY THIS HAIR DRYER.  I have very thick, strong, long hair, and this dryer BURNED OFF MY HAIR.  It is way too powerful and gets way way way too hot. I now have a giant chuck out my hair on one side. It also burned the plastic tips of my round brush. Disaster.",2/10/2015
US,39757344,R375UQHAZSA0KE,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),Beauty,5,1,1,N,Y,Best dryer EVER!!!,"My curly hair, somewhat thick, used to take at least 30 min to dry (sectioning off and drying with a round brush). After that it would take me another 15 min to straighten and smooth it to get frizz out. This dryer dries my hair STRAIGHT without having to section it off. I don't even have to flat iron it afterwards!!!  It is smooth, straight, and frizz-less in under 10 min!  Amazing!  Will NEVER buy any other dryer!!",2/10/2015
US,44413296,R4R162OKENVNW,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,Beauty,5,2,2,N,Y,I'd buy this product again :-),Love it. Have very long thick hair. Cut drying time almost in half. Did not frizz my hair as other dryers have in the past.,2/10/2015
US,26775450,R1UVVW8OWFKKOA,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,4,1,1,N,Y,GREAT hairdryer!,"This is AMAZING!  Dries my hair very fast and it's so shiny when I'm done.  The only negative is that it's pretty heavy, but I'll just chalk that up to an arm workout!  :)",2/10/2015
US,34424892,RJS88JIKJ363Y,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,1,1,N,Y,Works great world wide.,Has a 110 or 220 setting so it's perfect for worldwide travel. Works with a plug adapter. No converter needed.,2/9/2015
US,2220628,R1DWSZX2NMV72D,B0009XH6W8,568981338,andis hangup 1600w hair dryer with cord hanger,Beauty,5,1,1,N,Y,Five Stars,These work great for motor homes and any close bathroom location.,2/9/2015
US,30298711,R32MBSZT9B5VER,B00JQIAUDY,888313825,"andis 500-watt professional bonnet hair dryer, black (80610)",Beauty,4,1,2,N,Y,"good dryer, bonnet a little uncomfortable, but modifiable.","This dryer dries well.  The bonnet is small where it fits around the head. Placing a snall towel near the brow makes it more comfortable. Also restringing it so it fits an adult head.  The bonnet smells like plastic for several uses, but now smells better after I took it out and let it sit without being folded up in the case.  Good compact drying with great drying power.",2/8/2015
US,41290150,RJUVYEL4IADF2,B002B8VE4U,74735317,travel smart by conair dual voltage 1875 watt hair dryer,Beauty,5,1,1,N,Y,Five Stars,used in Italy and was great,2/8/2015
US,52513810,R3E0DO2WYGNYCF,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,Beauty,1,1,3,N,Y,Absolutely loved it. Until it quit working,"Absolutely loved it.  Until it quit working.  After six weeks the &#34;low&#34; setting was just a slight puff of wind.  The &#34;high&#34; setting then had as much power as the low setting had previously when it was working properly.  At the same time, the &#34;hot&#34; setting became so incredibly hot that the coils inside glowed bright orange.  So I started using the &#34;warm&#34; setting.  It's now completely worthless.",2/8/2015
US,34713423,R1M8C48B7K2RQD,B006BNFXHU,591023894,mangroomer 1680xl-6 professional ionic hair dryer for men,Beauty,5,1,1,N,Y,Five Stars,"works great, looks cool",2/6/2015
US,24268225,R3LH1QBZJOBNCB,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,5,2,3,N,Y,TRULY AMAZING!!!!!!,"This dryer BY FAR IS THE BEST EVER!!!! I have really long hair extensions and they take FOREVER to dry, and after reading the reviews for this dryer I decided to try it because they say drying in half the time.<br />They weren't kidding, this dryer is AMAZING to say the least, I have never owned such a great product that is so inexpensive; so do yourself a favor, purchase this dryer, you wont be sorry, it is truly the best! Even on cool or medium speed this thing is magnificent! Some of the reviews comment on this dryer being heavy, I'll share a secret...cheap dryers are superlight weight, but in all sincerity, this dryer is not heavy at all, so not sure why some reviews say this. The button placement was an issue when I read the reviews but decided to try it for myself, and what I personally found was, where I place my hand is at the bottom anyways, so it was a non issue for me. It's totally worth trying because everyone is going to hold their dryer in a different spot anyways, and if I didn't purchase this based on what others said about weight and button placement, I would have missed out on the BEST DRYER EVER, and believe me, I have tried them all. And side note, it really does dry in half the time, which means an extra 20 mins in the morning hitting the snooze button ; )",2/6/2015
US,13071547,R10H4YV8XZL922,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,4,2,2,N,Y,It really blows!,"This thing has almost as much hot air as a politician! With adjustable temperature settings, variable wind intensity and an &#34;off&#34; switch, this thing is 20 times more responsive than any political figure currently in office.<br /><br />Temperature variations are modest, little chance of frying your skin. Controls are a little cumbersome/awkward but it works, and I don't usually need to shift around much during drying incidents.<br />Air power is effective, if not stunning. Good for drying hair, not good for blowing large spiders across a tile floor (limited cord reach and range of power). Absolutely terrible for flying kites with small dogs attached.<br /><br />I think maybe I'd enjoy seeing a laser sight attachment so I can focus drying power on specific strands of troublesome hair... but we don't always get everything we want.",2/6/2015
US,30052228,R266QYBSDRBI2D,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,4,1,1,N,Y,Four Stars,cord does not retract majority of the time,2/6/2015
US,10333742,R9EL169Q6FFY2,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,1,1,1,N,Y,Wasted money!,"I really loved this blow dryer however,  I have only had it for about 5 months and it has just stopped working. I didn't use it everyday either.",2/5/2015
US,24262771,RSHF8NSWI6B8S,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,1,1,N,Y,A good compact hair dryer,Can dry hair faster than the other of the same voltage I ever used.  A good compact hair dryer!,2/5/2015
US,4587660,R1FLA4CH5FGZ1H,B003TJBI64,218800429,turbo power megaturbo 3000 professional hair dryer,Beauty,5,1,3,N,Y,Five Stars,Excelente,2/5/2015
US,52020271,R3TS2VNI37AYDV,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1,3,3,N,Y,Plug broke after 1 month,"The plug broke after one month.  Now I have to fiddle with the plug in the outlet to get it to come on, then it keeps turning off.  An electrician checked the electrical circuit, which is OK. It is definitely the plug on the hair dryer.  If I move it around in the outlet, the hair dryer will turn on and off and on...  It was a Christmas present I bought it early December, so now the return policy just ran out (missed it by a few days).<br /><br />Do NOT buy this hair dryer!!!!  Cheap piece of junk.",2/5/2015
US,46894999,R2H7DX2XUV3F8C,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,2,2,2,N,Y,My old Remington ProAir Ceramic just died and I purchased ...,"My old Remington ProAir Ceramic just died and I purchased this as what I had hoped would be a suitable replacement. Not even close. The airflow is too forceful. Even on low this dryer whips my long straight hair into a tangled mess. The nozzle is too narrow so it further concentrates the airflow. The dryer is on the heavy side for it's compact size..The high heat setting gets way too hot. Even low, once it heats up, seems excessive.<br /><br />It's going back.",2/4/2015
US,47459387,RCPLHHM51K6YZ,B006BNFXHU,591023894,mangroomer 1680xl-6 professional ionic hair dryer for men,Beauty,4,1,1,N,Y,"Works great, even with traveling a lot it still isn't ...","Works great, even with traveling a lot it still isn't too bulky. We'll see how long it lasts but does the trick.",2/3/2015
US,35781182,R1CWR0V8FF34H6,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,5,1,1,N,Y,Great dryer for any budget!,"I admit, I was skeptical about whether or not this dryer would really make a difference in how my hair felt but it did!  I have noticed that if I use a<br />Higher speed than is recommended for my hair type, it doesn't make as much of a change but if I follow the proper instructions, my hair is soft<br />And shiny and the results are incredible!",2/3/2015
US,8642301,R1WMW6AMOQWWUJ,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,5,50,54,N,Y,Worth purchasing,"Excellent. It's very easy to put together, it's not too loud actually I'm watching jeopardy while under the dryer right now! The bell is not too loud when the timer is done. The only annoying thing is you hear the timer ticking but I'm used to that from going to the beauty salon it goes unnoticeable. Delivery was quick and swiftly and customer service was excellent. My hair dried very quick and I didn't even put it on the max heat. I'm African American with shoulder length hair 4c and I never had a perm. I'm glad I purchased this dryer because it is an reasonable price",2/3/2015
US,20337513,RJ9H9NNRSJ3IL,B00O0WRO08,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,5,11,13,Y,N,Perfect price point with all the features you need,"This is by far my favorite dryer. I love the built in cord retractor, especially for traveling, which we do often. I have so many gadgets I need to bring, my suitcase is always a mess of cords. In addition to that, it dries my hair SO fast. I have fairly thick hair, though it's thinned over the years a bit, and it would take me in upwards of 20 minutes to dry my hair with a standard dryer. Using this dryer with a ceramic brush has my hair dry in under 10 minutes every time. The cool shot option is great for just adding a bit of curl around a brush if you're in a hurry, too! My hair tends to get a bit curly as it dries, so I really like the diffuser attachment as well. It works perfectly to smooth out my hair without it poofing out like crazy. I still like to follow up with my straightener because it makes my hair really shine and glow, but the diffuser makes the job much easier. I've been using tourmaline ceramic dryers for years and I have MUCH less breakage and a huge reduction in split ends since making the switch, so at this price, this dryer/styler is a must have!",2/2/2015
US,50658487,R2TPXBPV6X68ZB,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,1,1,1,N,Y,I would not recommend purchasing.,Sadly the product broke the first month of use.  I would not recommend purchasing.,2/2/2015
US,29312558,R14LP810HDIONU,B005IH0KDC,176210327,hands free hair dryer holder - compact for home and travel! by jumbl,Beauty,1,1,1,N,Y,Don't waste your money,Doest hold my hair dryer at all no matter how I try to get it in.  Would return but not worth the time or money.  Don't waste your money. Get the handless hairdryer stand they work!,2/2/2015
US,49085782,R1GOAKNRF7DGRJ,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,2,2,N,Y,Five Stars,Lighter than my previous hair dryer.  And it dries faster with softer results.,2/1/2015
US,36151842,RQ7QI55KLD83D,B0050QLDGY,635386699,"remington d3710 ceramic fast finish dual fan turbo hair dryer, 1875 watts",Beauty,5,1,1,N,Y,We got this mainly for my husband because he has dreads and this was recommended to dry the dreads out completely and now both .,"I was apprehensive about buying this because it was more expensive then what I usually buy, but it's well worth it. Dries my hair very fast without a lot of high heat. We got this mainly for my husband because he has dreads and this was recommended to dry the dreads out completely and now both of us use it.",2/1/2015
US,42747176,R1659VFL30JTF7,B0009XH6WI,197856712,andis 1600w quiet hangup hair dryer with night light,Beauty,3,1,1,N,Y,My blowdryer is DEAD - 4 months later after install.,"Updated Review: 4 months after installing this blowdryer, it died. I was super disappointed given my glowing review below. I have not even contacted Amazon or the manufacturer since it's past the 30 days. The wire below the handle started to heat up a little bit, I smelled smoke. At first thought it was my hair. But, the thing died shortly after. I have another blow dryer. Not sure if I received a lemon or if this is Andis quality. My past blowdryers from other reputable firms would last 7-10 years. 4 months was a HUGE let down  PREVIOUS REVIEW BELOW:  Definite space saver. Quiet. Does the job. I feel the low setting is definitely very low, much lower than my travel blow dryer you can find at any drugstore. However, I like the higher setting. It's nice to wash, blowdry and head out. Makes my mornings much easier to have things in place and organized. This blow dryer comes with two long screws. You have to remove the baby screws on the plate on the back. I then marked the walls where the two holes are. The plastic anchors I did not use, because the frame/holder is super light weight. So is the dryer. It's nice. In addition, the green light makes a nice nightlight in the bathroom. Personally, I wish I could change the color to clear or blue. The photo they provide shows the cord hook is on the right side. There are two other sm/med size screws to hang the cord to either the left or right side. I prefer the right side; however it all depends on where you place it in your bathroom. It's a great product. They thought of almost everything on this dryer. The only two things I would change is to have even a more minimized holder (semi-translucent), optional colored dryers, retractable cord, small dryer, more powerful, cool air option dryer (i.e. fan with a hold button ;-), no cord but a chargeable blow dryer. I think that's about it.",2/1/2015
US,7821694,R2W9KR06D2KDRD,B00JQIAUDY,888313825,"andis 500-watt professional bonnet hair dryer, black (80610)",Beauty,5,1,2,N,Y,Recommend.,"So far, so good.  I have found that these hair dryers do not last, so, &#34;time will tell&#34;.<br />Works good, no complaints.",1/31/2015
US,960845,R1NHJKS00B84D8,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,4,1,1,N,Y,Great dryer,"Works great, but is a bit louder than I expected.",1/31/2015
US,51114421,R38Y57B11FIG3N,B00P88VPKS,290876515,xtava rimini 1800w professional ionic ceramic hair dryer - reduce drying time and frizz with advanced ionic technology - bring the salon blowout to your home - 2 speeds and 3 heat settings - lightweight and ergonomic (blue),Beauty,5,1,2,N,Y,Five Stars,Super light and easy to handle.  Dries fast and isn't too loud.  A+++++,1/30/2015
US,12538650,R21IPJIDGP21QO,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,Powerful and light,Great hair dryer my wife loves it.  She says it's as good as her expensive high end model that it replaced and weighs less.,1/29/2015
US,44691110,R3L8M2BJIJ25R9,B008OEZ0N6,153523919,"pro beauty tools pbdr5886 professional travel hair dryer, white and black",Beauty,5,1,1,N,Y,The Perfect Travel Hair-Drier -- HEAVY DUTY but Light-Weight & Compact!,"I have very thick, very curly hair that typically takes a LONG time to dry. The little mini-hair-driers that you find in most hotels these days just won't do the job for me and none of them have a diffuser or will fit a travel-diffuser attachment (which us curly-girls require). But with this hair-drier, I found the answer!!! It has GREAT air-power, 2 heat settings, and dual voltage so you can take it on overseas trips as well. Barely adds any weight to your luggage (so important these days now that airlines charge a hefty fee for non-carry-on luggage or baggage that exceeds their weight limit) and the handle folds up for compact packing. The diffuser attachment works quite well -- maybe not quite as effective as my full-size diffuser with my full-size drier, but pretty darned good. It's great for travel and will have your tresses looking gorgeous in no time. Highly recommended!",1/29/2015
US,13638564,RPKK3UFE41IZ4,B008OEZ0N6,153523919,"pro beauty tools pbdr5886 professional travel hair dryer, white and black",Beauty,5,1,1,N,Y,Great Product,"Best little Travel Dryer ever.  Very Powerful, very compact. Lasts forever. Does not produce static. I'm on my 3rd one, not because the previous two were faulty, but because I lost one and the other finally wore out. I only wish they made them in more colors. Buy this and you won't regret it.",1/29/2015
US,33785952,R2R7Z29BU5ZI1X,B00GU2PWHS,466064538,"conair 1875 watt turbo hair dryer and styler, 30.4 ounce",Beauty,5,1,1,N,Y,Hair blow dryer dries blow hair,"Not sure what features might be missing to make this hair dryer sell at such a low price. It does everything I need it to, plus has two attachments I've never used (pinpointer and curler?) The 'cool' button actually gets cool pretty quick and feels a little cooler than the ambient temp. Doesn't have a 'medium' setting but I don't think that's worth 20 bucks. If you don't like the color blue, well you're outta luck. Guess since it isn't foldable, it may not be good for travel. Whatever, it blow dries my hair at home when I need it to and does a good job at that. Will update review if it spontaneously melts or explodes.    BTW, review is based on the price I paid for it. The price seems to fluctuate a lot so wait until a seller offers it for 10 dollars or less. Otherwise, it's pretty much the same deal as any other blow dryer.",1/29/2015
US,33126756,R3S801W410K3AL,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,1,1,N,Y,Good dependable hair dryer,"My wife has had this for almost 2 years and she likes it, still works just fine",1/29/2015
US,43825589,RG8DHGPGHTB68,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,3,2,2,N,Y,"But I like, that it has a cold setting","Take's forever to dry my hair. Which is median length. But I like, that it has a cold setting. And you don't have to hold a button, down. Which I really like. All, and all, for what I paid for it, it's okay.",1/28/2015
US,15346756,R1P1HX1OQM275O,B0043W2C48,630355634,br beauty meredith 880w salon hair dryer with casters,Beauty,5,1,1,N,Y,Five Stars,this is a great product! very efficient and easy to use.,1/27/2015
US,11152623,R12FS9SR39082X,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),Beauty,5,8,9,N,Y,Bought this dryer years ago & it changed my life.  (45min cut to 10min!),"Thought I was the only weirdo that struggled to dry her hair w/in 45mins.<br /><br />Recently found out my best friend is the same & she (like me) was convinced there was no way around it.  Writing this review b/c there's probably more of us out there.  And you 100% aren't stuck.<br /><br />I've got long, thin hair - but a lot of it.  It traps moisture & it's naturally wavy, so it always took me 30-45mins to tame it dry.  Most of the time, a solid 45mins.  Result was hit or miss.  Since I have to wash my hair every other day, breaking point comes when you don't want to wash your hair b/c you don't want to deal with the drying time & tired arms (...and I'm strong).<br /><br />Bought this on a whim during a Gilt Group sale, when my generic (probably Conair) dryer was on the out.<br /><br />Now I dry my hair in 10-15mins.  Usually, a bankable 10mins.  On a bad hair day, 15mins.<br /><br />No, seriously.<br /><br />On top of that pile of awesome, it's very light & evenly weighted.  Buttons are intuitive & don't get accidently knocked on/off while you use it.  Results are always the same.  Doesn't damage my hair w. heat (probably b/c it takes so little time).  And it's small enough that it's an easy travel companion.<br /><br />Don't get scared off by this dryer's price - it's a life saver.  And game changer.  Delay getting this if you want to waste your time.<br /><br />For the Holy Trifecta: this hairdryer, a boar bristle roller brush, & Shu Uemura White Tea Polishing Milk.<br /><br />This dryer & a boar bristle brush easily tames my hair w. little effort & leaves it looking silky smooth.  Every time.  (Note: choose a brush that has both natural boar bristles & taller plastic bristles w. the knob-like, non-scratchy tip - needs a decent amount of boar bristles, but few enough to let air through easily. It doesn't have to be expensive, just needs to fit those parameters.)  For doubled ease, get Shu's White Tea Polishing Milk.  A little goes a long way.  You'll be a happyaddict.  Rub some in your hands & pat it from middle of your hair to the ends, but particularly the ends to give them a little tangle protection.  It helps smooth my hair even faster & it lets my hair better tackle humidity - friends have commented that I look normal when they feel they don't.  PS - The brush & Shu isn't a hack - the dryer is.  The 3 together is trifecta.<br /><br />I was ecstatic to find this - I'd always struggled just to tame my stubborn hair.  Now I actually feel in control of it.  Just bought a replacement for my 3/4yr old original & also bought one for my mom as an xmas present. My friend's now a convert & begging for the name of my dryer.<br /><br />You won't regret.",1/26/2015
US,23125024,R2YV8WC7MHUU3X,B002MHW4MG,415529274,travel smart by conair dual voltage 1200 watt folding hair dryer,Beauty,2,1,2,N,Y,Two Stars,Smell burning from the dryer,1/25/2015
US,21084752,R2L9JQ1QZPDBMS,B001MXWZFM,16483457,conair pro hair dryer,Beauty,5,1,1,N,Y,Great dryer,Works great to dry my daughters natural hair.,1/24/2015
US,12435990,R3C2WD4Z3KKUCJ,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,3,1,2,N,Y,"It's fine, nothing special.","I'm surprised at all the fantastic reviews. It's fine, it works (so far, we'll see), but there is nothing outstanding or amazing about this dryer. It is not faster than any previous dryer I've used, my hair isn't softer or fancier. I do appreciate the ability to set to cool without holding down the button. So, it is what it is and comes with a fair price. Take it or leave it.",1/23/2015
US,18157403,R13UX30NKYYI1,B00JQIAUDY,888313825,"andis 500-watt professional bonnet hair dryer, black (80610)",Beauty,5,1,1,N,Y,PERFECT PURCHASE,I love this. My mom got it for me for Christmas and it's definitely one of the best Christmas gifts I've ever gotten. Peopel complained that it didn't have a medium setting but I personally didn't see a need for it. I use it for my hot oil treatments and my deep conditioning treatments it works great. It doesn't burn my neck or ears. I would definitely reccomed,1/23/2015
US,37021325,R2CULDF6OEURG,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,Beauty,2,1,1,N,Y,Two Stars,the switch to turn on and off is terrible,1/23/2015
US,29544617,R2R0EPLZORR06C,B000XE6C3M,772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)",Beauty,5,1,1,N,Y,THE BEST BLOWDRYER I HAVE EVER HAD!,Quickly dries your hair without frying it~!!!,1/23/2015
US,27805089,R1GGAIJQWPZC5N,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1,5,5,N,Y,"Purchased it twice, both died suddenly",I know you get what you pay for but this was ridiculous.  I liked the retractable cord and the folding handle so much that I purchased another one when my first shorted out.  This morning my second one was completely dead.  And I had a soaking wet head and 20 minutes to get ready for work.  It doesn't get much worse.  I'm not rough with it and each lasted less than a year.<br />This thing is simply not reliable.  I shouldn't have tried it twice.<br />Do not recommend.,1/22/2015
US,10295363,R14MWR7MNY9QFE,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,Beauty,5,1,1,N,Y,"I've been using this for the past 3, almost ...","I've been using this for the past 3, almost 4 years and it still works the same way as when I first took it out of the box.",1/22/2015
US,24712623,R1R8RIHXNM8QIO,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,4,2,2,N,Y,It still works like the first day i had it,"It still works like the first day i had it, but the retractable cord takes a little finagling to get it all the way back in.  Nonetheless, it's much better than having all these cords all over the place!",1/21/2015
